resume_id,resume_text,category
411,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
412,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
413,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
414,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
415,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
416,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
417,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
418,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
419,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
420,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
421,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
422,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
423,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
424,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
425,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
426,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
427,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
428,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
429,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
430,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
431,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
432,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
433,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
434,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
435,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
436,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
437,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
438,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
439,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
440,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
441,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
442,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
443,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
444,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
445,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
446,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
447,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
448,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
449,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
450,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
451,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
452,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
453,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
454,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
455,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
456,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
457,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
458,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
459,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
460,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
461,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
462,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
463,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
464,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
465,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
466,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
467,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
468,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
469,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
470,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
471,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
472,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
473,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
474,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
475,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
476,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
477,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
478,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
479,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
480,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
481,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
482,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
483,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
484,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
485,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
486,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
487,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
488,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
489,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
490,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
491,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
492,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
493,"Candidate has skills relevant to DevOps, completed projects and certifications.",DevOps
494,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
495,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
496,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
497,"Candidate has skills relevant to Web Development, completed projects and certifications.",Web Development
498,"Candidate has skills relevant to Testing, completed projects and certifications.",Testing
499,"Candidate has skills relevant to Java Developer, completed projects and certifications.",Java Developer
500,"Candidate has skills relevant to Data Science, completed projects and certifications.",Data Science
